Hierarchy,Id,Term,Condition
Observable entity (observable entity),12367005,peroxydation lipidique (entité observable),Existing localized concept
Observable entity (observable entity),12547000,déformabilité des érythrocytes (entité observable),Existing localized concept
Observable entity (observable entity),13130004,inversion du pied (entité observable),Existing localized concept
Observable entity (observable entity),13402008,floculation (entité observable),Existing localized concept
Observable entity (observable entity),13506008,âge maternel (entité observable),Existing localized concept
Observable entity (observable entity),13760002,intervalle cardio-artériel (entité observable),Existing localized concept
Observable entity (observable entity),13823007,débit excrétoire (entité observable),Existing localized concept
Observable entity (observable entity),14872005,fonction génique (entité observable),Existing localized concept
Observable entity (observable entity),14910006,inspiration (entité observable),Existing localized concept
Observable entity (observable entity),16166005,fonction endocrine placentaire (entité observable),Existing localized concept
Observable entity (observable entity),16244008,adhérence immunitaire (entité observable),Existing localized concept
Observable entity (observable entity),16379007,équilibre hydro-électrolytique (entité observable),Existing localized concept
Observable entity (observable entity),16821004,besoins métaboliques (entité observable),Existing localized concept
Observable entity (observable entity),16891008,facilitation immunologique (entité observable),Existing localized concept
Observable entity (observable entity),17410008,sécrétion de bicarbonate gastrique (entité observable),Existing localized concept
Observable entity (observable entity),17952008,transmission du murmure vésiculaire (entité observable),Existing localized concept
Observable entity (observable entity),17964000,stade de tumeur résiduelle (entité observable),Existing localized concept
